Location Code,Real Property Asset Name,Installation Name,Owned or Leased,GSA Region,Street Address,City,State,Zip Code,Latitude,Longitude,Building Rentable Square Feet,Available Square Feet,Construction Date,Congressional District,Congressional District Representative Name,Building Status,Real Property Asset Type
AL1387,"TIMES PLAZA, HUNTSVILLE, AL",N/A,LEASED,4,2317 S MEMORIAL PKWY,HUNTSVILLE,AL,35801,34.7147,-86.590161,11723,,,0105,DALE W. STRONG,ACTIVE,BUILDING
AL1388,PERIMETER PARK,N/A,LEASED,4,1525 PERIMETER PKWY NW,HUNTSVILLE,AL,35806,34.74587,-86.673451,6613,,,0105,DALE W. STRONG,ACTIVE,BUILDING
AL1396,ICE BIRMINGHAM,N/A,LEASED,4,107 FRANKFURT CIR,BIRMINGHAM,AL,35211,33.436845,-86.865759,12470,,,0107,TERRI A. SEWELL,ACTIVE,BUILDING
AL1405,FBI REDSTONE,N/A,LEASED,4,100 SECURED GTWY SW,HUNTSVILLE,AL,35808,34.6800331,-86.6697615,39767,,,0105,DALE W. STRONG,ACTIVE,BUILDING
AL2010,COLONIAL FINANCIAL,N/A,LEASED,4,1 COMMERCE ST,MONTGOMERY,AL,36104,32.3775773,-86.3102705,36495,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2012,PARKVIEW OFFICE BLDG,N/A,LEASED,4,182 SAINT FRANCIS ST,MOBILE,AL,36602,30.6927953,-88.0432922,6995,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2024,MONTLIMAR PLACE,N/A,LEASED,4,1110 MONTLIMAR DR,MOBILE,AL,36609,30.6675724,-88.1343784,3084,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2036,"SSA IRS WALNUT ST EXECUTIVE CTR, FLORENCE,AL",N/A,LEASED,4,204 S WALNUT ST,FLORENCE,AL,35630,34.8008043,-87.671426,19153,,,0104,ROBERT B. ADERHOLT,ACTIVE,BUILDING
AL2044,"EXECUTIVE CENTER, MOBILE, AL",N/A,LEASED,4,900 WESTERN AMERICA CIR,MOBILE,AL,36609,30.673476,-88.1312469,3809,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2056,"REGENCY CENTER, HUNTSVILLE, AL",N/A,LEASED,4,400 MERIDIAN ST N,HUNTSVILLE,AL,35801,34.7351811,-86.586683,2175,,,0105,DALE W. STRONG,ACTIVE,BUILDING
AL2057,"VERIZON BUILDING, MONTGOMERY, AL",N/A,LEASED,4,2950 CHESTNUT ST,MONTGOMERY,AL,36107,32.36665,-86.267631,15792,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2062,"ADAMS STREET CENTRE PLAZA, DOTHAN, AL",N/A,LEASED,4,202 W ADAMS ST,DOTHAN,AL,36303,31.2268791,-85.3947,4066,4066,,0101,BARRY MOORE,ACTIVE,BUILDING
AL2070,4890 UNIVERSITY SQUARE,N/A,LEASED,4,4890 UNIVERSITY SQ,HUNTSVILLE,AL,35816,34.74341,-86.653951,3967,,,0105,DALE W. STRONG,ACTIVE,BUILDING
AL2071,MEDICAL FORUM,N/A,LEASED,4,950 22ND ST N,BIRMINGHAM,AL,35203,33.5249334,-86.809176,22060,7008.72,,0107,TERRI A. SEWELL,ACTIVE,BUILDING
AL2077,USACE,N/A,LEASED,4,201 SAINT MICHAEL ST,MOBILE,AL,36602,30.6928459,-88.0437924,23860,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2101,"BLS FBI WALNUT ST EXECUTIVE CTR, FLORENCE,AL",N/A,LEASED,4,204 S WALNUT ST,FLORENCE,AL,35630,34.8008805,-87.671437,3087,360.24,,0104,ROBERT B. ADERHOLT,ACTIVE,BUILDING
AL2120,WOUNDED OAK PROFESSIONAL PARK,N/A,LEASED,4,1208 MAIN ST,DAPHNE,AL,36526,30.59522,-87.902691,7087,,,0101,BARRY MOORE,ACTIVE,BUILDING
AL2121,"DANIEL BUILDING, BIRMINGHAM, AL",N/A,LEASED,4,15 20TH ST S,BIRMINGHAM,AL,35233,33.5127148,-86.804438,7492,,,0107,TERRI A. SEWELL,ACTIVE,BUILDING
AL2125,RIVERVIEW PLAZA,N/A,LEASED,4,63 S ROYAL ST,MOBILE,AL,36602,30.6913623,-88.0403991,4310,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2129,65 PINEVILLE RD OFFICE PARK BUILDING,N/A,LEASED,4,65 PINEVILLE RD,MONROEVILLE,AL,36460,31.5283262,-87.3238473,1081,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2132,CLOKEY-MADDOX BUILDING,N/A,LEASED,4,310 S 3RD ST SUITE C,GADSDEN,AL,35901,34.0092318,-86.0036428,5804,,,0103,MIKE ROGERS,ACTIVE,BUILDING
AL2145,"SOCIAL SECURITY BUILDING, JACKSON, AL",N/A,LEASED,4,4249 N COLLEGE AVE,JACKSON,AL,36545,31.5563481,-87.876772,5450,,,0107,TERRI A. SEWELL,ACTIVE,BUILDING
AL2150,"FBI BUILDING, MOBILE, AL",N/A,LEASED,4,200 N ROYAL ST,MOBILE,AL,36602,30.6962828,-88.0418267,76112,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2153,"SSA, DECATUR, AL",N/A,LEASED,4,717 MCGLATHERY LN SE,DECATUR,AL,35601,34.57412,-86.979241,9768,,,0105,DALE W. STRONG,ACTIVE,BUILDING
AL2154,RIDGE PARK PLACE,N/A,LEASED,4,1130 22ND ST S,BIRMINGHAM,AL,35205,33.502485,-86.791772,24824,,,0107,TERRI A. SEWELL,ACTIVE,BUILDING
AL2156,RESEARCH PLACE BUILDING II,N/A,LEASED,4,5000 BRADFORD DR NW,HUNTSVILLE,AL,35805,34.72846,-86.660361,17582,,,0105,DALE W. STRONG,ACTIVE,BUILDING
AL2157,"SOCIAL SECURITY BUILDING, DOTHAN, AL",N/A,LEASED,4,1778 WHATLEY DR,DOTHAN,AL,36303,31.2436039,-85.4600563,13919,,,0101,BARRY MOORE,ACTIVE,BUILDING
AL2159,"SSA BUILDING, TALLADEGA, AL",N/A,LEASED,4,736 NORTH ST E,TALLADEGA,AL,35160,33.4386233,-86.088559,7317,,,0103,MIKE ROGERS,ACTIVE,BUILDING
AL2160,"SOCIAL SECURITY BUILDING, FAIRHOPE, AL",N/A,LEASED,4,101 COURTHOUSE DR,FAIRHOPE,AL,36532,30.5236967,-87.879211,7587,,,0101,BARRY MOORE,ACTIVE,BUILDING
AL2161,"SOCIAL SECURITY BUILDING, MOBILE, AL",N/A,LEASED,4,550 GOVERNMENT ST,MOBILE,AL,36602,30.6882125,-88.0483675,50816,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2164,1600 INTERSTATE PARK,CORPS OF ENGINEERS,LEASED,4,600 INTERSTATE PARK DR,MONTGOMERY,AL,36109,32.36305,-86.241561,2907,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2165,BUSINESS SERVICE CENTER OF ALA,N/A,LEASED,4,2 N JACKSON ST,MONTGOMERY,AL,36104,32.37787,-86.296111,4701,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2166,TWO NORTH TWENTIETH,N/A,LEASED,4,2 20TH ST N,BIRMINGHAM,AL,35203,33.5135737,-86.805107,28866,,,0107,TERRI A. SEWELL,ACTIVE,BUILDING
AL2175,UN-NAMED BLDG.,N/A,LEASED,4,1801 4TH AVE N,BIRMINGHAM,AL,35203,33.5157021,-86.8099567,52467,,,0107,TERRI A. SEWELL,ACTIVE,BUILDING
AL2181,MOBILE AIRPORT,N/A,LEASED,4,8400 AIRPORT BLVD,MOBILE,AL,36608,30.6780202,-88.239293,5631,,,0101,BARRY MOORE,ACTIVE,BUILDING
AL2184,BORDER PATROL STATION,N/A,LEASED,4,4425 DEMETROPOLIS RD,MOBILE,AL,36619,30.599136,-88.156652,11615,,,0101,BARRY MOORE,ACTIVE,BUILDING
AL2186,WALNUT STREET EXECUTIVE ANNEX,N/A,LEASED,4,203 S WALNUT ST,FLORENCE,AL,35630,34.8008416,-87.671339,14206,,,0104,ROBERT B. ADERHOLT,ACTIVE,BUILDING
AL2187,HUNTSVILLE INT'L AIRPORT,N/A,LEASED,4,1000 GLENN HEARN BLVD SW,HUNTSVILLE,AL,35824,34.6491289,-86.776672,4171,,,0105,DALE W. STRONG,ACTIVE,BUILDING
AL2191,NW ALABAMA REGIONAL AIR,N/A,LEASED,4,1729 T ED CAMPBELL DR,MUSCLE SHOALS,AL,35661,34.7447797,-87.619602,2780,,,0104,ROBERT B. ADERHOLT,ACTIVE,BUILDING
AL2192,DOTHAN REGIONAL AIRPORT,N/A,LEASED,4,800 AIRPORT DR,DOTHAN,AL,36303,31.3161308,-85.448814,850,,,0101,BARRY MOORE,ACTIVE,BUILDING
AL2194,18TH STREET NORTH BLDG,N/A,LEASED,4,1000 18TH ST N,BIRMINGHAM,AL,35203,33.5229439,-86.815262,96278,,,0107,TERRI A. SEWELL,ACTIVE,BUILDING
AL2197,LAKESHORE PARK PLAZA,N/A,LEASED,4,2204 LAKESHORE DR,BIRMINGHAM,AL,35209,33.4660221,-86.7800641,7580,,,0106,GARY J. PALMER,ACTIVE,BUILDING
AL2203,1285 CARMICHAEL WAY,N/A,LEASED,4,1285 CARMICHAEL WAY,MONTGOMERY,AL,36106,32.35603,-86.239861,12347,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2207,BIRMINGHAM SOCIAL SECURITY CTR,N/A,LEASED,4,"1200 REV. ABRAHAM WOODS, JR. BLVD.",BIRMINGHAM,AL,35285,34.70706,-86.69561,587528,,,0105,DALE W. STRONG,ACTIVE,BUILDING
AL2208,501 BUILDING,N/A,LEASED,4,501 THE MALL WAY,JASPER,AL,35504,33.8545213,-87.2725311,8919,,,0104,ROBERT B. ADERHOLT,ACTIVE,BUILDING
AL2209,120 EXECUTIVE PARK PLACE BLDG,N/A,LEASED,4,120 EXECUTIVE PARK LN,SELMA,AL,36701,32.42637,-87.05646,13421,,,0107,TERRI A. SEWELL,ACTIVE,BUILDING
AL2211,PARAMOUNT OFFICE CENTER,N/A,LEASED,4,1141 MONTLIMAR DR,MOBILE,AL,36609,30.6672708,-88.1327507,5548,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2213,PARKWEST CORPORATION CENTER,N/A,LEASED,4,3867 PINE LN,BESSEMER,AL,35022,33.34171,-86.914921,6889,,,0107,TERRI A. SEWELL,ACTIVE,BUILDING
AL2214,TRUSSVILLE EXECUTIVE CENTER,N/A,LEASED,4,1972 GADSDEN HWY,BIRMINGHAM,AL,35235,33.61207,-86.626781,12847,,,0106,GARY J. PALMER,ACTIVE,BUILDING
AL2215,18TH ST @ 10TH AVE NORTH BLDG,N/A,LEASED,4,920 18TH ST N,BIRMINGHAM,AL,35203,33.5226135,-86.814996,35616,,,0107,TERRI A. SEWELL,ACTIVE,BUILDING
AL2217,TSA - 6500 43RD AVE N,N/A,LEASED,4,6500 43RD AVE N,BIRMINGHAM,AL,35206,33.5627073,-86.743882,3926,,,0107,TERRI A. SEWELL,ACTIVE,BUILDING
AL2218,USAO,N/A,LEASED,4,131 CLAYTON ST,MONTGOMERY,AL,36104,32.3730349,-86.3114669,57815,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2224,MCINTYRE OFFICE COMPLEX,N/A,LEASED,4,123 MCINTYRE ST,EVERGREEN,AL,36401,31.4279073,-86.963118,1386,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2226,SELFIELD INDUSTRIAL,N/A,LEASED,4,661 SELFIELD RD P.O. BOX 1421,SELMA,AL,36703,32.4363917,-86.945531,0,,,0107,TERRI A. SEWELL,ACTIVE,BUILDING
AL2235,ACADEMY WAY BLDG,N/A,LEASED,4,5475 ACADEMY WAY,BESSEMER,AL,35022,33.36407,-87.008391,8600,,,0107,TERRI A. SEWELL,ACTIVE,BUILDING
AL2237,N. ENTERPRISE DR BLDG,N/A,LEASED,4,204 N. ENTERPRISE DRIVE,GADSDEN,AL,35904,34.33886,-86.22485,10000,,,0104,ROBERT B. ADERHOLT,ACTIVE,BUILDING
AL2238,FEDERAL RESERVE BANK OF ATLANTA - BIRMINGHAM BRANCH,N/A,LEASED,4,LIBERTY PKWY,BIRMINGHAM,AL,35242,33.4765877,-86.680952,48968,,,0106,GARY J. PALMER,ACTIVE,BUILDING
AL2239,MONTGOMERY REGIONAL AIRPORT,N/A,LEASED,4,4445 SELMA HWY,MONTGOMERY,AL,36108,32.3021415,-86.4291633,1912,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2240,GARDNER MIDDLEBROOKS,N/A,LEASED,4,1119 GOVERNMENT ST,MOBILE,AL,36604,30.6835631,-88.0614439,11000,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2243,COMMERCE DRIVE BUILDING,N/A,LEASED,4,1908 COMMERCE AVE,CULLMAN,AL,35055,34.205274,-86.874962,7361,,,0104,ROBERT B. ADERHOLT,ACTIVE,BUILDING
AL2245,TECHNOLOGY POINT,N/A,LEASED,4,7027 OLD MADISON PIKE NW,HUNTSVILLE,AL,35806,34.7132028,-86.679589,14726,7976,,0105,DALE W. STRONG,ACTIVE,BUILDING
AL2249,RESEARCH PARK NORTH,N/A,LEASED,4,4970 RESEARCH DR NW,HUNTSVILLE,AL,35805,34.731747,-86.665437,13000,,,0105,DALE W. STRONG,ACTIVE,BUILDING
AL2260,CARMICHAEL ROAD,N/A,LEASED,4,4344 CARMICHAEL RD,MONTGOMERY,AL,36106,32.35867,-86.228241,49370,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2262,DAU BUILDING,N/A,LEASED,4,7115 OLD MADISON PIKE,HUNTSVILLE,AL,35806,34.71325,-86.685586,62500,,,0105,DALE W. STRONG,ACTIVE,BUILDING
AL2266,3371 SKYWAY DRIVE,N/A,LEASED,4,3371 SKYWAY DR,AUBURN,AL,36830,32.6139599,-85.427239,2100,,,0103,MIKE ROGERS,ACTIVE,BUILDING
AL2267,INTERSTATE PARK,N/A,LEASED,4,500 INTERSTATE PARK DR SUITE 529,MONTGOMERY,AL,36109,32.36219,-86.241141,2471,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2271,LITTLE RIVER CANYON CENTER,N/A,LEASED,4,472 ALABAMA HIGHWAY 35,FORT PAYNE,AL,35967,34.398737,-85.634374,5300,,,0104,ROBERT B. ADERHOLT,ACTIVE,BUILDING
AL2273,WYNLAKES OFFICE PARK,N/A,LEASED,4,9500 WYNLAKES PL,MONTGOMERY,AL,36117,32.33954,-86.149071,6900,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2278,MDA ARC,N/A,LEASED,4,6724 ODYSSEY DR NW,HUNTSVILLE,AL,35806,34.721955,-86.67332,92080,92318.6,,0105,DALE W. STRONG,ACTIVE,BUILDING
AL2281,STERLING CENTRE,N/A,LEASED,4,4121 CARMICHAEL RD,MONTGOMERY,AL,36106,32.3573706,-86.241168,42660,4107.55,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2285,"FINANCIAL CENTER, BIRMINGHAM, AL",N/A,LEASED,4,505 20TH ST N,BIRMINGHAM,AL,35203,33.518733,-86.8079484,26797,6476.28,,0107,TERRI A. SEWELL,ACTIVE,BUILDING
AL2287,"MADISON RESEARCH PARK WEST, MADISON, AL",N/A,LEASED,4,RESEARCH BLVD,MADISON,AL,35758,34.6865,-86.727221,36993,,,0105,DALE W. STRONG,ACTIVE,BUILDING
AL2297,"TREASURY BUILDING, BIRMINGHAM, AL",N/A,LEASED,4,836 15TH ST N,BIRMINGHAM,AL,35203,33.51896,-86.818701,83676,,,0107,TERRI A. SEWELL,ACTIVE,BUILDING
AL2299,MAYFAIR PROFESSIONAL CENTER,N/A,LEASED,4,4700 WHITESBURG DR SE,HUNTSVILLE,AL,35802,34.6955481,-86.568317,15650,,,0105,DALE W. STRONG,ACTIVE,BUILDING
AL2305,BB&T CENTRE,N/A,LEASED,4,41 W I65 SERVICE RD N,MOBILE,AL,36608,30.690764,-88.126841,5055,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2307,FBI OFFICE/WAREHOUSE,N/A,LEASED,4,4345 HALLS MILL RD,MOBILE,AL,36693,30.6163476,-88.1407268,9414,97.01,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AL2308,"SSA BLDG, ANNISTON, AL",N/A,LEASED,4,801 QUINTARD AVE,ANNISTON,AL,36201,33.6545684,-85.826451,11420,,,0103,MIKE ROGERS,ACTIVE,BUILDING
AL2309,BAYSIDE ORTHOPEDIC,N/A,LEASED,4,341 GREENO RD N,FAIRHOPE,AL,36532,30.53046,-87.886601,5132,,,0101,BARRY MOORE,ACTIVE,BUILDING
AL2310,ALEXANDER CITY,N/A,LEASED,4,63 ALIANT PKWY,ALEXANDER CITY,AL,35010,32.91954,-85.953211,8191,,,0103,MIKE ROGERS,ACTIVE,BUILDING
AL2324,AIRPORT CONCOURSE A,N/A,LEASED,4,5900 MESSER AIRPORT HWY,BIRMINGHAM,AL,35212,33.55763,-86.748111,4128,,,0107,TERRI A. SEWELL,ACTIVE,BUILDING
AL2393,5123 RESEARCH DR NW,N/A,LEASED,4,5123 RESEARCH DR NW,HUNTSVILLE,AL,35805,34.73266,-86.668611,13670,,,0105,DALE W. STRONG,ACTIVE,BUILDING
AL2417,SSA BUILDING,N/A,LEASED,4,605 STANLEY AVE,ANDALUSIA,AL,36420,31.3016763,-86.4703998,5500,,,0101,BARRY MOORE,ACTIVE,BUILDING
AL2419,REDSTONE FED CREDIT UNION,N/A,LEASED,4,200 DAVIS CIR SW,HUNTSVILLE,AL,35801,34.723719,-86.585913,9996,,,0105,DALE W. STRONG,ACTIVE,BUILDING
AL2480,RYAN-WALSH BUILDING,N/A,LEASED,4,150 N ROYAL ST,MOBILE,AL,36602,30.6951223,-88.0416019,24200,,,0102,SHOMARI FIGURES,ACTIVE,BUILDING
AR0016,EL DORADO POST OFFICE/CTHS,N/A,LEASED,7,101 S JACKSON AVE,EL DORADO,AR,71730,33.211476,-92.660661,30530,,,0504,BRUCE WESTERMAN,ACTIVE,BUILDING
AR0021,JUDGE ISAAC C. PARKER FEDERAL BUILDING,N/A,OWNED,7,30 S 6TH ST,FORT SMITH,AR,72901,35.38637,-94.427011,85774.88,6921.7,3516,0503,STEVE WOMACK,ACTIVE,BUILDING
AR0030,RICHARD SHEPPARD ARNOLD UNITED STATES COURTHOUSE,LITTLE ROCK FED CPLX,OWNED,7,600 W CAPITOL AVE,LITTLE ROCK,AR,72201,34.74573,-92.277901,242026.91,14446.2635,1689,0502,J. FRENCH HILL,ACTIVE,BUILDING
AR0031,LITTLE ROCK OLD USPO/CTHS,N/A,OWNED,7,300 W 2ND ST,LITTLE ROCK,AR,72201,34.7478,-92.273441,73162.36,,6937,0502,J. FRENCH HILL,ACTIVE,BUILDING
AR0057,TEXARKANA USPO/COURTHOUSE,N/A,OWNED,7,500 N STATE LINE AVE,TEXARKANA,AR,71854,33.425196,-94.042979,89158.04,14586.159,2055,0504,BRUCE WESTERMAN,ACTIVE,BUILDING
AR0062,HOT SPRINGS POST OFFICE/CTHS,N/A,OWNED,7,100 RESERVE ST,HOT SPGS NATL PARK,AR,71901,34.5115398,-93.05398,62382.9,11234.706,2282,0504,BRUCE WESTERMAN,ACTIVE,BUILDING
AR0063,LITTLE ROCK FEDERAL BUILDING,LITTLE ROCK FED CPLX,OWNED,7,700 W CAPITOL AVE,LITTLE ROCK,AR,72201,34.7457,-92.278671,347471.56,18343.2249,2282,0502,J. FRENCH HILL,ACTIVE,BUILDING
AR0066,JACOB TRIEBER FEDERAL BUILDING USPO & US COURTHOUSE,N/A,OWNED,7,617 WALNUT,HELENA-WEST HELENA,AR,72342,34.52863,-90.587661,34292.78,,2282,0501,ERIC A. “RICK” CRAWFORD,ACTIVE,BUILDING
AR0078,"GEORGE HOWARD, JR FEDERAL BLDG AND UNITED STATES COURTHOUSE",N/A,OWNED,7,100 E 8TH AVE,PINE BLUFF,AR,71601,34.22146,-92.002671,95872.81,40902.7047,4473,0504,BRUCE WESTERMAN,ACTIVE,BUILDING
AR0084,JP HAMMERSCHMIDT FED BLDG/CTHS,N/A,OWNED,7,35 E MOUNTAIN ST,FAYETTEVILLE,AR,72701,36.06167,-94.158481,57352.85,,7030,0503,STEVE WOMACK,ACTIVE,BUILDING
AR0085,RICHARD SHEPPARD ARNOLD US COURTHOUSE ANNEX,LITTLE ROCK FED CPLX,OWNED,7,600 W CAPITOL AVE,LITTLE ROCK,AR,72201,34.74573,-92.277901,156701.35,,9009,0502,J. FRENCH HILL,ACTIVE,BUILDING
AR1093,CENTRAL MALL AR1093,N/A,LEASED,7,5111 ROGERS AVE,FORT SMITH,AR,72903,35.36646,-94.375201,12503,,,0503,STEVE WOMACK,ACTIVE,BUILDING
AR1116,308 S GAINES ST,N/A,LEASED,7,308 S GAINES ST,LITTLE ROCK,AR,72201,34.74672,-92.278341,2572,,,0502,J. FRENCH HILL,ACTIVE,BUILDING
AR1125,AIR CARGO BLDG,N/A,LEASED,7,1001 TEMPLE ST,LITTLE ROCK,AR,72202,34.7345443,-92.216453,1374,,,0502,J. FRENCH HILL,ACTIVE,BUILDING
AR1127,EC GATHINGS FED BLDG/COURTHOUS,N/A,LEASED,7,615 S MAIN ST,JONESBORO,AR,72401,35.83739,-90.705431,26874,4742.94,,0501,ERIC A. “RICK” CRAWFORD,ACTIVE,BUILDING
AR1135,JUDGE J. SMITH HENLEY FEDERAL BUILDING,N/A,LEASED,7,402 N WALNUT ST,HARRISON,AR,72601,36.233264,-93.106007,22680,,,0501,ERIC A. “RICK” CRAWFORD,ACTIVE,BUILDING
AR1170,GUARANTY PLAZA,N/A,LEASED,7,200 SHOPPINGWAY BLVD,WEST MEMPHIS,AR,72301,35.16507,-90.187531,7300,,,0501,ERIC A. “RICK” CRAWFORD,ACTIVE,BUILDING
AR1173,TWO FINANCIAL CENTRE,N/A,LEASED,7,10825 FINANCIAL CENTRE PKWY,LITTLE ROCK,AR,72211,34.7459909,-92.412273,17129,,,0502,J. FRENCH HILL,ACTIVE,BUILDING
AR1182,METROPOLITAN NATIONAL BANK BLD,N/A,LEASED,7,425 W CAPITOL AVE,LITTLE ROCK,AR,72201,34.74404,-92.275661,51607,,,0502,J. FRENCH HILL,ACTIVE,BUILDING
AR1184,OLD GREENWOOD BLDG.,N/A,LEASED,7,4905 GREENWOOD ROAD,FORT SMITH,AR,72903,35.3288759,-94.386999,6555,,,0503,STEVE WOMACK,ACTIVE,BUILDING
AR1192,PROVIDENTIAL LIFE BLDG,N/A,LEASED,7,2120 RIVERFRONT DR,LITTLE ROCK,AR,72202,34.76942,-92.307771,17878,,,0502,J. FRENCH HILL,ACTIVE,BUILDING
AR1197,401 HARDIN RD,N/A,LEASED,7,401 HARDIN RD,LITTLE ROCK,AR,72211,34.74988,-92.397831,19005,,,0502,J. FRENCH HILL,ACTIVE,BUILDING
AR1198,STEPHENS BLDG,N/A,LEASED,7,111 CENTER ST,LITTLE ROCK,AR,72201,34.74784,-92.272441,7418,,,0502,J. FRENCH HILL,ACTIVE,BUILDING
AR1202,1200 CHERRY BROOK,N/A,LEASED,7,1200 CHERRY BROOK DR,LITTLE ROCK,AR,72211,34.74317,-92.410451,7559,,,0502,J. FRENCH HILL,ACTIVE,BUILDING
AR1203,CITIZENS 1ST BK BLDG,N/A,LEASED,7,100 E PEACH ST,EL DORADO,AR,71730,33.21438,-92.663321,5832,,,0504,BRUCE WESTERMAN,ACTIVE,BUILDING
AR1213,BUSINESS PARK BLDG D,N/A,LEASED,7,4991 OLD GREENWOOD RD,FORT SMITH,AR,72903,35.33558,-94.388661,10548,,,0503,STEVE WOMACK,ACTIVE,BUILDING
AR1214,COUNTRY CLUB CENTER AR1214,N/A,LEASED,7,"4700 S THOMPSON BLDG-B, SUITE 201",SPRINGDALE,AR,72764,36.1438941,-94.144221,8045,,,0503,STEVE WOMACK,ACTIVE,BUILDING
AR1217,131 INDUSTRIAL PARK ROAD,N/A,LEASED,7,131 W INDUSTRIAL PARK RD,HARRISON,AR,72601,36.25072,-93.121471,11456,,,0501,ERIC A. “RICK” CRAWFORD,ACTIVE,BUILDING
AR1222,701 AIRPORT LOOP,N/A,LEASED,7,701 AIRPORT LOOP,SEARCY,AR,72143,35.21202,-91.731191,6827,,,0502,J. FRENCH HILL,ACTIVE,BUILDING
AR1224,CENTERVIEW AND SHACKLEFORD,N/A,LEASED,7,24 SHACKLEFORD WEST BLVD,LITTLE ROCK,AR,72211,34.74214,-92.399381,102377,,,0502,J. FRENCH HILL,ACTIVE,BUILDING
AR1227,3822 AIRPORT DRIVE PLAZA,N/A,LEASED,7,3822 AIRPORT PLZ,TEXARKANA,AR,71854,33.45802,-94.001071,8100,,,0504,BRUCE WESTERMAN,ACTIVE,BUILDING
AR1228,NORTH POINT SUBDIVISION,N/A,LEASED,7,2887 N POINT CIR,FAYETTEVILLE,AR,72704,36.10461,-94.178481,4809,,,0503,STEVE WOMACK,ACTIVE,BUILDING
AR1229,COLT SQUARE,N/A,LEASED,7,179 E COLT DR,FAYETTEVILLE,AR,72703,36.09314,-94.154481,6902,,,0503,STEVE WOMACK,ACTIVE,BUILDING
AR1230,FIRST LITTLE ROCK PLAZA,N/A,LEASED,7,10800 FINANCIAL CENTRE PKWY,LITTLE ROCK,AR,72211,34.749171,-92.395085,16422,,,0502,J. FRENCH HILL,ACTIVE,BUILDING
AR1234,COMMERCE PARK AR1234,N/A,LEASED,7,2153 E JOYCE BLVD SUITE 101,FAYETTEVILLE,AR,72703,36.11929,-94.130631,11417,,,0503,STEVE WOMACK,ACTIVE,BUILDING
AR1236,TELCOE FEDERAL CREDIT UNION,N/A,LEASED,7,820 S LOUISIANA ST,LITTLE ROCK,AR,72201,34.7411349,-92.272995,9233,,,0502,J. FRENCH HILL,ACTIVE,BUILDING
AR1238,REGIONS BANK,N/A,LEASED,7,2400 E HIGHLAND DR SUITE 300,JONESBORO,AR,72401,35.82215,-90.676181,2745,,,0501,ERIC A. “RICK” CRAWFORD,ACTIVE,BUILDING
AR1240,955 WALLACE KNOB RD,N/A,LEASED,7,955 WALLACE KNOB RD SUITE 2,MOUNTAIN HOME,AR,72653,36.35272,-92.375111,3608,,,0501,ERIC A. “RICK” CRAWFORD,ACTIVE,BUILDING
AR1243,1325 SOUTH DIVISION,N/A,LEASED,7,1325 S DIVISION ST,BLYTHEVILLE,AR,72315,35.9120274,-89.918778,5038,,,0501,ERIC A. “RICK” CRAWFORD,ACTIVE,BUILDING
AR1246,3608 E. KIEHL AVE,N/A,LEASED,7,3608 E KIEHL AVE,SHERWOOD,AR,72120,34.83162,-92.192951,20966,20914.22,,0502,J. FRENCH HILL,ACTIVE,BUILDING
AR1247,1520 RIVERFRONT DRIVE,N/A,LEASED,7,1520 RIVERFRONT DR,LITTLE ROCK,AR,72202,34.76521,-92.306251,21656,,,0502,J. FRENCH HILL,ACTIVE,BUILDING
AR1252,FORT SMITH REGIONAL AIRPORT,N/A,LEASED,7,6700 MCKENNON BLVD,FORT SMITH,AR,72903,35.34088,-94.358261,1163,,,0503,STEVE WOMACK,ACTIVE,BUILDING
AR1253,LITTLE ROCK NATIONAL AIRPORT,N/A,LEASED,7,1 AIRPORT RD,LITTLE ROCK,AR,72202,34.72852,-92.220341,5486,,,0502,J. FRENCH HILL,ACTIVE,BUILDING
AR1254,JD BAKER BLDG,N/A,LEASED,7,4501 E ROOSEVELT RD,LITTLE ROCK,AR,72206,34.72114,-92.224971,6042,,,0502,J. FRENCH HILL,ACTIVE,BUILDING
